From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (GO)	Gene Ontology IDs
Q8N122	Q8N122	reviewed	RPTOR_HUMAN	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; TORC1 complex [GO:0031931]; 14-3-3 protein binding [GO:0071889]; enzyme-substrate adaptor activity [GO:0140767]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]; protein serine/threonine kinase inhibitor activity [GO:0030291]; protein-containing complex binding [GO:0044877]; protein-macromolecule adaptor activity [GO:0030674]; small GTPase binding [GO:0031267]; cellular response to amino acid stimulus [GO:0071230]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to L-leucine [GO:0071233]; cellular response to nutrient levels [GO:0031669]; cellular response to osmotic stress [GO:0071470]; cellular response to starvation [GO:0009267]; DNA damage response [GO:0006974]; negative regulation of autophagy [GO:0010507]; positive regulation of cell growth [GO:0030307]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of glycolytic process [GO:0045821]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of odontoblast differentiation [GO:1901331]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of pentose-phosphate shunt [GO:1905857]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase III [GO:0045945]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of cell size [GO:0008361]; response to xenobiotic stimulus [GO:0009410]; social behavior [GO:0035176]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]	GO:0001558; GO:0001938; GO:0005654; GO:0005737; GO:0005764; GO:0005765; GO:0005829; GO:0006974; GO:0008361; GO:0009267; GO:0009410; GO:0010494; GO:0010506; GO:0010507; GO:0019901; GO:0030291; GO:0030295; GO:0030307; GO:0030425; GO:0030674; GO:0031267; GO:0031669; GO:0031929; GO:0031931; GO:0032008; GO:0035176; GO:0038202; GO:0043025; GO:0044877; GO:0045672; GO:0045821; GO:0045945; GO:0046889; GO:0071230; GO:0071233; GO:0071333; GO:0071456; GO:0071470; GO:0071889; GO:0140767; GO:1900087; GO:1901331; GO:1905857
Q12955	Q12955	reviewed	ANK3_HUMAN	Ankyrin-3 (ANK-3) (Ankyrin-G)	ANK3	axon initial segment [GO:0043194]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; costamere [GO:0043034]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; intercalated disc [GO:0014704]; lateral plasma membrane [GO:0016328]; lysosome [GO:0005764]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; node of Ranvier [GO:0033268]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; spectrin-associated cytoskeleton [GO:0014731]; T-tubule [GO:0030315]; Z disc [GO:0030018]; cadherin binding [GO:0045296]; channel activator activity [GO:0099103]; cytoskeletal anchor activity [GO:0008093]; cytoskeletal protein binding [GO:0008092]; protein-macromolecule adaptor activity [GO:0030674]; sodium channel regulator activity [GO:0017080]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; transmembrane transporter binding [GO:0044325]; axonogenesis [GO:0007409]; cellular response to magnesium ion [GO:0071286]; establishment of protein localization [GO:0045184]; Golgi to plasma membrane protein transport [GO:0043001]; magnesium ion homeostasis [GO:0010960]; maintenance of protein location in plasma membrane [GO:0072660]; membrane assembly [GO:0071709]; mitotic cytokinesis [GO:0000281]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; neuromuscular junction development [GO:0007528]; neuronal action potential [GO:0019228]; plasma membrane organization [GO:0007009]; positive regulation of cell communication by electrical coupling [GO:0010650]; positive regulation of gene expression [GO:0010628]; positive regulation of homotypic cell-cell adhesion [GO:0034112]; positive regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900827]; positive regulation of membrane potential [GO:0045838]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of sodium ion transport [GO:0010765]; protein localization to axon [GO:0099612]; protein localization to plasma membrane [GO:0072659]; regulation of potassium ion transport [GO:0043266]; signal transduction [GO:0007165]	GO:0000281; GO:0005200; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0007009; GO:0007165; GO:0007409; GO:0007528; GO:0008092; GO:0008093; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016323; GO:0016328; GO:0016529; GO:0017080; GO:0019228; GO:0030018; GO:0030315; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045184; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099103; GO:0099612; GO:1900827; GO:1902260
P32856	P32856	reviewed	STX2_HUMAN	Syntaxin-2 (Epimorphin)	STX2 EPIM STX2A STX2B STX2C	basolateral plasma membrane [GO:0016323]; endomembrane system [GO:0012505]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; protein-containing complex [GO:0032991]; SNARE complex [GO:0031201]; calcium-dependent protein binding [GO:0048306]; identical protein binding [GO:0042802]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; structural molecule activity [GO:0005198]; acrosome reaction [GO:0007340]; animal organ morphogenesis [GO:0009887]; cellular response to oxidative stress [GO:0034599]; cornified envelope assembly [GO:1903575]; ectoderm development [GO:0007398]; exocytosis [GO:0006887]; intracellular protein transport [GO:0006886]; signal transduction [GO:0007165]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; vesicle docking [GO:0048278]	GO:0000149; GO:0005198; GO:0005484; GO:0005615; GO:0005886; GO:0006886; GO:0006887; GO:0007165; GO:0007340; GO:0007398; GO:0009887; GO:0012505; GO:0016323; GO:0030027; GO:0031201; GO:0031629; GO:0032991; GO:0034599; GO:0042802; GO:0043231; GO:0048278; GO:0048306; GO:0048787; GO:1903575
Q14994	Q14994	reviewed	NR1I3_HUMAN	Nuclear receptor subfamily 1 group I member 3 (Constitutive activator of retinoid response) (Constitutive active response) (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67)	NR1I3 CAR	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear receptor activity [GO:0004879]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]; cell differentiation [GO:0030154]; intracellular receptor signaling pathway [GO:0030522]; negative regulation of transcription by RNA polymerase II [GO:0000122]; osteoblast differentiation [GO:0001649]; positive regulation of transcription by RNA polymerase II [GO:0045944]; signal transduction [GO:0007165]	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001649; GO:0003700; GO:0004879; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0007165; GO:0008270; GO:0030154; GO:0030522; GO:0045944; GO:1990837
P60763	P60763	reviewed	RAC3_HUMAN	Ras-related C3 botulinum toxin substrate 3 (EC 3.6.5.2) (p21-Rac3)	RAC3	cell periphery [GO:0071944]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; NADPH oxidase complex [GO:0043020]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; calcium-dependent protein binding [GO:0048306]; G protein activity [GO:0003925]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; cell chemotaxis [GO:0060326]; cell projection assembly [GO:0030031]; cerebral cortex GABAergic interneuron development [GO:0021894]; cortical cytoskeleton organization [GO:0030865]; establishment or maintenance of cell polarity [GO:0007163]; homeostasis of number of cells within a tissue [GO:0048873]; intracellular signal transduction [GO:0035556]; motor neuron axon guidance [GO:0008045]; neuromuscular process controlling balance [GO:0050885]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; postsynaptic actin cytoskeleton organization [GO:0098974]; Rac protein signal transduction [GO:0016601]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; regulation of neuron maturation [GO:0014041]; regulation of neutrophil migration [GO:1902622]; regulation of postsynapse assembly [GO:0150052]; respiratory burst [GO:0045730]; synaptic transmission, GABAergic [GO:0051932]; Wnt signaling pathway [GO:0016055]	GO:0003924; GO:0003925; GO:0005525; GO:0005789; GO:0005829; GO:0005856; GO:0005886; GO:0007015; GO:0007163; GO:0008045; GO:0008360; GO:0012505; GO:0014041; GO:0016055; GO:0016601; GO:0019901; GO:0021894; GO:0030027; GO:0030031; GO:0030036; GO:0030426; GO:0030865; GO:0031410; GO:0031941; GO:0032956; GO:0033630; GO:0035556; GO:0043005; GO:0043020; GO:0043025; GO:0045730; GO:0048306; GO:0048471; GO:0048873; GO:0050885; GO:0051932; GO:0060326; GO:0070062; GO:0071944; GO:0098794; GO:0098974; GO:0098978; GO:0150052; GO:1900026; GO:1902622
Q6P587	Q6P587	reviewed	FAHD1_HUMAN	Oxaloacetate tautomerase FAHD1, mitochondrial (EC 5.3.2.2) (Acylpyruvase FAHD1) (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (FAH domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (ODx) (EC 4.1.1.112) (YisK-like protein)	FAHD1 C16orf36 YISKL	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; acetylpyruvate hydrolase activity [GO:0018773]; acylpyruvate hydrolase activity [GO:0047621]; fumarylpyruvate hydrolase activity [GO:0034545]; metal ion binding [GO:0046872]; oxaloacetate decarboxylase activity [GO:0008948]; oxaloacetate tautomerase activity [GO:0050163]; oxaloacetate metabolic process [GO:0006107]	GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0006107; GO:0008948; GO:0018773; GO:0034545; GO:0046872; GO:0047621; GO:0050163
Q9BX46	Q9BX46	reviewed	RBM24_HUMAN	RNA-binding protein 24 (RNA-binding motif protein 24) (RNA-binding region-containing protein 6)	RBM24 RNPC6	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA 3'-UTR binding [GO:0003730]; mRNA CDS binding [GO:1990715]; pre-mRNA intronic binding [GO:0097157]; sequence-specific mRNA binding [GO:1990825]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; cell differentiation [GO:0030154]; DNA damage response [GO:0006974]; endocardial cushion development [GO:0003197]; mRNA destabilization [GO:0061157]; mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; negative regulation of cytoplasmic translation [GO:2000766]; positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myotube differentiation [GO:0010831]; positive regulation of skeletal muscle fiber differentiation [GO:1902811]; positive regulation of stem cell differentiation [GO:2000738]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of mRNA stability [GO:0043488]; regulation of myotube differentiation [GO:0010830]; RNA splicing [GO:0008380]	GO:0000381; GO:0003197; GO:0003730; GO:0005634; GO:0005654; GO:0005829; GO:0006397; GO:0006974; GO:0008380; GO:0010830; GO:0010831; GO:0030154; GO:0035925; GO:0043488; GO:0045663; GO:0048255; GO:0061157; GO:0061158; GO:0097157; GO:1902811; GO:1905870; GO:1990715; GO:1990825; GO:2000738; GO:2000766
Q86SE5	Q86SE5	reviewed	RALYL_HUMAN	RNA-binding Raly-like protein (hRALYL) (Heterogeneous nuclear ribonucleoprotein C-like 3) (hnRNP core protein C-like 3)	RALYL HNRPCL3	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]	GO:0003723; GO:0005634; GO:0005654; GO:0042802
Q9Y6H8	Q9Y6H8	reviewed	CXA3_HUMAN	Gap junction alpha-3 protein (Connexin-46) (Cx46)	GJA3	connexin complex [GO:0005922]; plasma membrane [GO:0005886]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]; cell-cell signaling [GO:0007267]; gap junction-mediated intercellular transport [GO:1990349]; visual perception [GO:0007601]	GO:0005243; GO:0005886; GO:0005922; GO:0007267; GO:0007601; GO:0055077; GO:1990349
Q9Y5C1	Q9Y5C1	reviewed	ANGL3_HUMAN	Angiopoietin-related protein 3 (Angiopoietin-5) (ANG-5) (Angiopoietin-like protein 3) [Cleaved into: ANGPTL3(17-221); ANGPTL3(17-224)]	ANGPTL3 ANGPT5 UNQ153/PRO179	cell surface [GO:0009986]; early endosome [GO:0005769]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; enzyme inhibitor activity [GO:0004857]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; integrin binding [GO:0005178]; lipase binding [GO:0035473]; lipase inhibitor activity [GO:0055102]; phospholipase inhibitor activity [GO:0004859]; acylglycerol homeostasis [GO:0055090]; angiogenesis [GO:0001525]; artery morphogenesis [GO:0048844]; cell-matrix adhesion [GO:0007160]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; fatty acid metabolic process [GO:0006631]; glycerol metabolic process [GO:0006071]; integrin-mediated signaling pathway [GO:0007229]; lipid homeostasis [GO:0055088]; lipid storage [GO:0019915]; negative regulation of very-low-density lipoprotein particle remodeling [GO:0010903]; phospholipid catabolic process [GO:0009395]; phospholipid homeostasis [GO:0055091]; phospholipid metabolic process [GO:0006644]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell migration [GO:0030335]; positive regulation of lipid catabolic process [GO:0050996]; regulation of chylomicron remodeling [GO:0090318]; response to hormone [GO:0009725]; signal transduction [GO:0007165]; triglyceride homeostasis [GO:0070328]	GO:0001525; GO:0004857; GO:0004859; GO:0005178; GO:0005576; GO:0005615; GO:0005769; GO:0005794; GO:0006071; GO:0006631; GO:0006644; GO:0007160; GO:0007165; GO:0007229; GO:0008083; GO:0008201; GO:0008203; GO:0009395; GO:0009725; GO:0009986; GO:0010903; GO:0019915; GO:0030027; GO:0030335; GO:0035473; GO:0042632; GO:0045766; GO:0048844; GO:0050996; GO:0055088; GO:0055090; GO:0055091; GO:0055102; GO:0070328; GO:0090318
Q9Y6X2	Q9Y6X2	reviewed	PIAS3_HUMAN	E3 SUMO-protein ligase PIAS3 (EC 2.3.2.-) (E3 SUMO-protein transferase PIAS3) (Protein inhibitor of activated STAT protein 3)	PIAS3	chromatin [GO:0000785]; glutamatergic synapse [GO:0098978]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; postsynaptic cytosol [GO:0099524]; presynaptic cytosol [GO:0099523]; SUMO ligase activity [GO:0061665]; SUMO transferase activity [GO:0019789]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]; negative regulation of gene expression [GO:0010629]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of protein sumoylation [GO:0033234]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of protein sumoylation [GO:0033235]; protein sumoylation [GO:0016925]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]	GO:0000122; GO:0000785; GO:0003712; GO:0005654; GO:0006357; GO:0008270; GO:0010629; GO:0010803; GO:0016607; GO:0016925; GO:0019789; GO:0033234; GO:0033235; GO:0045671; GO:0061665; GO:0098978; GO:0099523; GO:0099524
P61812	P61812	reviewed	TGFB2_HUMAN	Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF) [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-2 (TGF-beta-2)]	TGFB2	axon [GO:0030424]; endosome [GO:0005768]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; platelet alpha granule lumen [GO:0031093]; amyloid-beta binding [GO:0001540]; cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; transforming growth factor beta receptor binding [GO:0005160]; type II transforming growth factor beta receptor binding [GO:0005114]; type III transforming growth factor beta receptor binding [GO:0034714]; activation-induced cell death of T cells [GO:0006924]; ascending aorta morphogenesis [GO:0035910]; atrial septum morphogenesis [GO:0060413]; atrial septum primum morphogenesis [GO:0003289]; atrioventricular valve morphogenesis [GO:0003181]; axon guidance [GO:0007411]; blood vessel remodeling [GO:0001974]; cardiac epithelial to mesenchymal transition [GO:0060317]; cardiac muscle cell proliferation [GO:0060038]; cardiac right ventricle morphogenesis [GO:0003215]; cardioblast differentiation [GO:0010002]; cartilage condensation [GO:0001502]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell junction organization [GO:0045216]; collagen fibril organization [GO:0030199]; cranial skeletal system development [GO:1904888]; dopamine biosynthetic process [GO:0042416]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic digestive tract development [GO:0048566]; embryonic limb morphogenesis [GO:0030326]; endocardial cushion fusion [GO:0003274]; endocardial cushion morphogenesis [GO:0003203]; epithelial cell differentiation [GO:0030855]; epithelial to mesenchymal transition [GO:0001837]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; eye development [GO:0001654]; face morphogenesis [GO:0060325]; generation of neurons [GO:0048699]; glial cell migration [GO:0008347]; hair follicle development [GO:0001942]; hair follicle morphogenesis [GO:0031069]; heart development [GO:0007507]; heart morphogenesis [GO:0003007]; heart valve morphogenesis [GO:0003179]; hemopoiesis [GO:0030097]; inner ear development [GO:0048839]; kidney development [GO:0001822]; male gonad development [GO:0008584]; membranous septum morphogenesis [GO:0003149]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cartilage development [GO:0061037]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation [GO:1905006]; negative regulation of gene expression [GO:0010629]; negative regulation of macrophage cytokine production [GO:0010936]; negative regulation of Ras protein signal transduction [GO:0046580]; neural retina development [GO:0003407]; neural tube closure [GO:0001843]; neuron development [GO:0048666]; neuron fate commitment [GO:0048663]; neutrophil chemotaxis [GO:0030593]; odontogenesis [GO:0042476]; outflow tract septum morphogenesis [GO:0003148]; pericyte cell differentiation [GO:1904238]; pharyngeal arch artery morphogenesis [GO:0061626]; positive regulation of activation-induced cell death of T cells [GO:0070237]; positive regulation of cardioblast differentiation [GO:0051891]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell division [GO:0051781]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation [GO:1905007]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; positive regulation of gene expression [GO:0010628]; positive regulation of heart contraction [GO:0045823]; positive regulation of immune response [GO:0050778]; positive regulation of integrin biosynthetic process [GO:0045726]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of protein secretion [GO:0050714]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of stress-activated MAPK cascade [GO:0032874]; positive regulation of timing of catagen [GO:0051795]; pulmonary valve morphogenesis [GO:0003184]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of apoptotic process involved in outflow tract morphogenesis [GO:1902256]; regulation of cell population proliferation [GO:0042127]; regulation of timing of catagen [GO:0051794]; regulation of transforming growth factor beta2 production [GO:0032909]; response to hypoxia [GO:0001666]; response to progesterone [GO:0032570]; response to wounding [GO:0009611]; salivary gland morphogenesis [GO:0007435]; secondary palate development [GO:0062009]; signaling [GO:0023052]; skeletal system development [GO:0001501]; somatic stem cell division [GO:0048103]; substantia propria of cornea development [GO:1903701]; transforming growth factor beta receptor signaling pathway [GO:0007179]; uterine wall breakdown [GO:0042704]; uterus development [GO:0060065]; ventricular septum morphogenesis [GO:0060412]; ventricular trabecula myocardium morphogenesis [GO:0003222]; wound healing [GO:0042060]	GO:0000902; GO:0001501; GO:0001502; GO:0001540; GO:0001654; GO:0001666; GO:0001822; GO:0001837; GO:0001843; GO:0001942; GO:0001974; GO:0003007; GO:0003148; GO:0003149; GO:0003179; GO:0003181; GO:0003184; GO:0003203; GO:0003215; GO:0003222; GO:0003274; GO:0003289; GO:0003407; GO:0005102; GO:0005114; GO:0005125; GO:0005160; GO:0005576; GO:0005615; GO:0005768; GO:0006924; GO:0007179; GO:0007411; GO:0007435; GO:0007507; GO:0008083; GO:0008284; GO:0008285; GO:0008347; GO:0008584; GO:0009611; GO:0009792; GO:0010002; GO:0010628; GO:0010629; GO:0010634; GO:0010718; GO:0010936; GO:0016477; GO:0016525; GO:0023052; GO:0030097; GO:0030199; GO:0030307; GO:0030308; GO:0030326; GO:0030424; GO:0030593; GO:0030855; GO:0031012; GO:0031069; GO:0031093; GO:0032570; GO:0032874; GO:0032909; GO:0032956; GO:0033630; GO:0034714; GO:0035910; GO:0042060; GO:0042127; GO:0042416; GO:0042476; GO:0042704; GO:0042803; GO:0043025; GO:0043525; GO:0045216; GO:0045726; GO:0045747; GO:0045787; GO:0045823; GO:0046580; GO:0048103; GO:0048566; GO:0048663; GO:0048666; GO:0048699; GO:0048839; GO:0050680; GO:0050714; GO:0050778; GO:0051781; GO:0051794; GO:0051795; GO:0051891; GO:0051897; GO:0060038; GO:0060065; GO:0060317; GO:0060325; GO:0060391; GO:0060412; GO:0060413; GO:0061037; GO:0061626; GO:0062009; GO:0070237; GO:0090091; GO:0097191; GO:0097192; GO:1900182; GO:1902256; GO:1902895; GO:1903701; GO:1904238; GO:1904888; GO:1905006; GO:1905007; GO:2001241
Q12778	Q12778	reviewed	FOXO1_HUMAN	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	FOXO1 FKHR FOXO1A	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; nucleic acid binding [GO:0003676]; promoter-specific chromatin binding [GO:1990841]; protein phosphatase 2A binding [GO:0051721]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; ubiquitin protein ligase binding [GO:0031625]; apoptotic process [GO:0006915]; autophagy [GO:0006914]; blood vessel development [GO:0001568]; canonical Wnt signaling pathway [GO:0060070]; cellular response to cold [GO:0070417]; cellular response to hyperoxia [GO:0071455]; cellular response to insulin stimulus [GO:0032869]; cellular response to nitric oxide [GO:0071732]; cellular response to oxidative stress [GO:0034599]; cellular response to starvation [GO:0009267]; DNA damage response [GO:0006974]; energy homeostasis [GO:0097009]; fat cell differentiation [GO:0045444]; gene expression [GO:0010467]; insulin receptor signaling pathway [GO:0008286]; intracellular glucose homeostasis [GO:0001678]; negative regulation of apoptotic process [GO:0043066]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cardiac muscle hypertrophy in response to stress [GO:1903243]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of insulin secretion [GO:0046676]; negative regulation of stress-activated MAPK cascade [GO:0032873]; neuronal stem cell population maintenance [GO:0097150]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of smooth muscle cell apoptotic process [GO:0034393]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein acetylation [GO:0006473]; regulation of neural precursor cell proliferation [GO:2000177]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription initiation by RNA polymerase II [GO:0060260]; response to fatty acid [GO:0070542]; temperature homeostasis [GO:0001659]	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0001568; GO:0001659; GO:0001678; GO:0003676; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006357; GO:0006473; GO:0006914; GO:0006915; GO:0006974; GO:0008013; GO:0008286; GO:0009267; GO:0010467; GO:0010508; GO:0031490; GO:0031625; GO:0032869; GO:0032873; GO:0034393; GO:0034599; GO:0043065; GO:0043066; GO:0043565; GO:0045444; GO:0045599; GO:0045722; GO:0045732; GO:0045892; GO:0045893; GO:0045944; GO:0046676; GO:0051721; GO:0060070; GO:0060260; GO:0070417; GO:0070542; GO:0071455; GO:0071732; GO:0090090; GO:0097009; GO:0097150; GO:1903243; GO:1990841; GO:2000177; GO:2000377
P09210	P09210	reviewed	GSTA2_HUMAN	Glutathione S-transferase A2 (EC 2.5.1.18) (GST HA subunit 2) (GST class-alpha member 2) (GST-gamma) (GSTA2-2) (GTH2)	GSTA2 GST2	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glutathione transferase activity [GO:0004364]; epithelial cell differentiation [GO:0030855]; glutathione metabolic process [GO:0006749]; xenobiotic metabolic process [GO:0006805]	GO:0004364; GO:0005829; GO:0006749; GO:0006805; GO:0030855; GO:0070062
Q96GX8	Q96GX8	reviewed	CP074_HUMAN	Uncharacterized protein C16orf74	C16orf74		
